"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","CSSC course code","CSSC course code","CSSC course code","16"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","Intermediate agency course code","Intermediate agency course code","Intermediate agency course code","31"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","LEA course code","LEA course code","LEA course code","15"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","NCES Pilot SNCCS course code","NCES Pilot SNCCS course code","NCES Pilot SNCCS course code","28"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","Other","Other","Other","5"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","SCED course code","SCED course code","SCED course code","16"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","School course code","School course code","School course code","18"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","State course code","State course code","State course code","17"
"Core","uri://ed-fi.org/CourseIdentificationSystemDescriptor","CourseIdentificationSystemDescriptor","University course code","University course code","University course code","22"
