"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Extension","uri://ed-fi.org/SexDescriptor","SexDescriptor","Female","Female","Female","6"
"Extension","uri://ed-fi.org/SexDescriptor","SexDescriptor","Male","Male","Male","4"
"Extension","uri://ed-fi.org/SexDescriptor","SexDescriptor","Non-binary","Non-binary","Non-binary","10"
"Extension","uri://ed-fi.org/SexDescriptor","SexDescriptor","Not Selected","Not Selected","Not Selected","12"
