"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Extension","uri://education.mn.gov/ClassroomVolunteerDescriptor","ClassroomVolunteerDescriptor","FullTimeVolunteer","FullTimeVolunteer - Full-time volunteer","FullTimeVolunteer - Full-time volunteer","39"
"Extension","uri://education.mn.gov/ClassroomVolunteerDescriptor","ClassroomVolunteerDescriptor","PartTimeVolunteer","PartTimeVolunteer - Part-time volunteer","PartTimeVolunteer - Part-time volunteer","39"
