"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","EARNCRE","Earned high school course credits","Earned high school course credits","33"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","EARNDIPL","Obtained high school diploma","Obtained high school diploma","28"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","EARNGED","Earned a GED","Earned a GED","12"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","ENROLLGED","Enrolled in a GED program","Enrolled in a GED program","25"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","ENROLLSCH","Enrolled in a local district school","Enrolled in a local district school","35"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","ENROLLTRAIN","Enrolled in job training courses/programs","Enrolled in job training courses/programs","41"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","OBTAINEMP","Obtained employment","Obtained employment","19"
"Extension","uri://education.mn.gov/NeglectedOrDelinquentProgramOutcomeDescriptor","NeglectedOrDelinquentProgramOutcomeDescriptor","POSTSEC","Were accepted and/or enrolled into post-secondary education","Were accepted and/or enrolled into post-secondary education","59"
