"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","65","Igbo","Igbo","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","66","Fulah","Fulah","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","67","Lingala","Lingala","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","68","Nepali","Nepali","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","69","Somali","Somali","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","70","Swahili","Swahili","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","71","Tigrinya","Tigrinya","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","72","Albanian","Albanian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","73","Tibetan","Tibetan","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","74","Oromo","Oromo","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","75","Yoruba","Yoruba","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","76","Nuer","Nuer","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","77","Grebo","Grebo","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","78","Kabyle","Kabyle","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","79","Arawak","Arawak","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","80","Quechua","Quechua","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","81","Fon","Fon","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","82","Georgian","Georgian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","83","Adangme","Adangme","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","84","Chamorro","Chamorro","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","85","Haitian Creole","Haitian Creole","14"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","86","Balinese","Balinese","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","87","Kazakh","Kazakh","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","88","Kamba","Kamba","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","89","Macedonian","Macedonian","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","90","Malagasy","Malagasy","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","91","Bambara","Bambara","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","92","Maltese","Maltese","7"
