"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Core","uri://education.mn.gov/mcamtas/AttemptLogicDescriptor","AttemptLogicDescriptor","N","No","No","2"
"Core","uri://education.mn.gov/mcamtas/AttemptLogicDescriptor","AttemptLogicDescriptor","P","Partial","Partial","7"
"Core","uri://education.mn.gov/mcamtas/AttemptLogicDescriptor","AttemptLogicDescriptor","Y","Yes","Yes","3"
