"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Extension","uri://education.mn.gov/MembershipAttendanceUnitDescriptor","MembershipAttendanceUnitDescriptor","Days","Membership and Attendance are reported in days for this student","Membership and Attendance are reported in days for this student","63"
"Extension","uri://education.mn.gov/MembershipAttendanceUnitDescriptor","MembershipAttendanceUnitDescriptor","Hours","Membership and Attendance are reported in hours for this student","Membership and Attendance are reported in hours for this student","64"
