"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc","Notes"
"Core","uri://education.mn.gov/CalendarTypeDescriptor","CalendarTypeDescriptor","School/Grade Characteristics","School/Grade Characteristics","School/Grade Characteristics","28","This is the calendar type for student enrollments (replacing MARSS A File)"
