"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Core","uri://education.mn.gov/TitleIPartASchoolDesignationDescriptor","TitleIPartASchoolDesignationDescriptor","Schoolwide","Schoolwide","Schoolwide","10"
"Core","uri://education.mn.gov/TitleIPartASchoolDesignationDescriptor","TitleIPartASchoolDesignationDescriptor","Targeted Assistance","Targeted Assistance","Targeted Assistance","19"
